state,district,total_enrolment,population,adoption_gap_score,risk_flag
Karnataka,Bengaluru,30980,303924.0,0.8980666219186375,High Risk
Karnataka,Bengaluru Rural,2790,79.0,0.0,Low Risk
Karnataka,Bengaluru South,203,3714.0,0.9453419493807216,High Risk
Karnataka,Bengaluru Urban,23074,,0.0,Low Risk
Karnataka,Bidar,4920,43059.0,0.8857381732042082,High Risk
Karnataka,Bijapur,4231,30382.0,0.8607399117898755,High Risk
Karnataka,Bijapur(Kar),3,1.0,0.0,Low Risk
Karnataka,Chamarajanagar,249,1110.0,0.7756756756756756,High Risk
Karnataka,Chamarajanagar *,23,56.0,0.5892857142857143,Medium Risk
Karnataka,Chamrajanagar,2227,15211.0,0.8535927946880547,High Risk
Karnataka,Chamrajnagar,380,1936.0,0.8037190082644627,High Risk
Karnataka,Chickmagalur,1231,10484.0,0.8825829835940481,High Risk
Karnataka,Chikkaballapur,3152,36221.0,0.9129786587891002,High Risk
Karnataka,Chikkamagaluru,1151,11089.0,0.8962034448552619,High Risk
Karnataka,Chikmagalur,154,712.0,0.7837078651685393,High Risk
Karnataka,Chitradurga,4413,47341.0,0.9067827042098815,High Risk
Karnataka,Dakshina Kannada,6505,56402.0,0.8846672103826105,High Risk
Karnataka,Davanagere,483,3186.0,0.8483992467043314,High Risk
Karnataka,Davangere,4813,33773.0,0.8574897107156605,High Risk
Karnataka,Dharwad,5103,55119.0,0.9074184945300169,High Risk
Karnataka,Gadag,4457,28744.0,0.8449415530197606,High Risk
Karnataka,Gadag *,145,847.0,0.8288075560802833,High Risk
Karnataka,Gulbarga,4356,23699.0,0.8161947761508924,High Risk
Karnataka,Hasan,993,8568.0,0.8841036414565826,High Risk
Karnataka,Hassan,2494,38846.0,0.935797765535705,High Risk
Karnataka,Haveri,4242,57630.0,0.9263925039042166,High Risk
Karnataka,Haveri *,117,964.0,0.8786307053941909,High Risk
Karnataka,Kalaburagi,4782,40220.0,0.8811039283938339,High Risk
Karnataka,Kodagu,1211,11481.0,0.8945213831547775,High Risk
Karnataka,Kolar,4186,47265.0,0.9114355231143553,High Risk
Karnataka,Koppal,5451,43399.0,0.8743980276043226,High Risk
Karnataka,Mandya,3594,40261.0,0.9107324706291449,High Risk
Karnataka,Mysore,3073,21231.0,0.8552588196505111,High Risk
Karnataka,Mysuru,4361,37185.0,0.8827215274976469,High Risk
Karnataka,Raichur,9779,48164.0,0.7969645378290839,High Risk
Karnataka,Ramanagar,2949,34834.0,0.9153413331802263,High Risk
Karnataka,Ramanagara,204,,0.0,Low Risk
Karnataka,Shimoga,2260,15514.0,0.8543251256929225,High Risk
Karnataka,Shivamogga,2229,24751.0,0.9099430326047433,High Risk
Karnataka,Tumakuru,3000,28425.0,0.8944591029023746,High Risk
Karnataka,Tumkur,2942,26300.0,0.8881368821292775,High Risk
Karnataka,Udupi,3591,27375.0,0.8688219178082192,High Risk
Karnataka,Udupi *,2,1.0,0.0,Low Risk
Karnataka,Uttara Kannada,3470,30631.0,0.88671607195325,High Risk
Karnataka,Vijayanagara,2119,14692.0,0.855771848625102,High Risk
Karnataka,Vijayapura,5596,31971.0,0.8249663757780489,High Risk
Karnataka,Yadgir,6947,35433.0,0.8039398301018824,High Risk
Kerala,Alappuzha,3559,36835.0,0.9033799375593865,High Risk
Kerala,Ernakulam,6324,66207.0,0.9044813992478137,High Risk
Kerala,Idukki,1698,15492.0,0.8903950426026336,High Risk
Kerala,Kannur,5965,57710.0,0.8966383642349679,High Risk
Kerala,Kasaragod,3555,28358.0,0.874638549968263,High Risk
Kerala,Kasargod,315,1869.0,0.8314606741573034,High Risk
Kerala,Kollam,5069,53100.0,0.9045386064030132,High Risk
Kerala,Kottayam,3321,30210.0,0.8900695134061569,High Risk
Kerala,Kozhikode,6704,89927.0,0.9254506432995652,High Risk
Kerala,Malappuram,14567,152390.0,0.904409738171796,High Risk
Kerala,Palakkad,6724,49996.0,0.8655092407392592,High Risk
Kerala,Pathanamthitta,1951,21035.0,0.9072498217256952,High Risk
Kerala,Thiruvananthapuram,6663,64938.0,0.8973944377714127,High Risk
Kerala,Thrissur,7071,58820.0,0.8797857871472289,High Risk
Kerala,Wayanad,1516,18065.0,0.9160808192637697,High Risk
Ladakh,Kargil,492,2489.0,0.8023302531137003,High Risk
Ladakh,Leh,125,3246.0,0.9614910659272952,High Risk
Lakshadweep,Lakshadweep,203,1176.0,0.8273809523809523,High Risk
Madhya Pradesh,Agar Malwa,2537,9884.0,0.7433225414811817,High Risk
Madhya Pradesh,Alirajpur,7010,21594.0,0.6753727887376123,High Risk
Madhya Pradesh,Anuppur,3226,26195.0,0.876846726474518,High Risk
Madhya Pradesh,Ashok Nagar,5178,45017.0,0.8849767865473044,High Risk
Madhya Pradesh,Ashoknagar,3011,,0.0,Low Risk
Madhya Pradesh,Balaghat,6805,79292.0,0.9141779750794532,High Risk
Madhya Pradesh,Barwani,21823,82759.0,0.7363066252613009,High Risk
Madhya Pradesh,Betul,8166,48246.0,0.8307424449695311,High Risk
Madhya Pradesh,Bhind,13967,58016.0,0.7592560672917816,High Risk
Madhya Pradesh,Bhopal,12862,90864.0,0.8584477901038915,High Risk
Madhya Pradesh,Burhanpur,9689,16543.0,0.4143142114489512,Medium Risk
Madhya Pradesh,Chhatarpur,17836,79858.0,0.7766535600691227,High Risk
Madhya Pradesh,Chhindwara,8981,89422.0,0.8995661023014471,High Risk
Madhya Pradesh,Damoh,6066,55454.0,0.8906120388069391,High Risk
Madhya Pradesh,Datia,5843,36445.0,0.839676224447798,High Risk
Madhya Pradesh,Dewas,10442,47249.0,0.7790006137696036,High Risk
Madhya Pradesh,Dhar,12712,87455.0,0.8546452461265794,High Risk
Madhya Pradesh,Dindori,2659,47417.0,0.9439230655672016,High Risk
Madhya Pradesh,East Nimar,3859,9607.0,0.598313729572187,Medium Risk
Madhya Pradesh,Guna,9811,52953.0,0.8147224897550658,High Risk
Madhya Pradesh,Gwalior,18542,81719.0,0.773100502943012,High Risk
Madhya Pradesh,Harda,2134,10167.0,0.7901052424510672,High Risk
Madhya Pradesh,Harda *,610,2094.0,0.7086914995224451,High Risk
Madhya Pradesh,Hoshangabad,5982,12403.0,0.5176973312908167,Medium Risk
Madhya Pradesh,Indore,22303,186687.0,0.8805326562642284,High Risk
Madhya Pradesh,Jabalpur,12467,92051.0,0.8645642089711139,High Risk
Madhya Pradesh,Jhabua,13488,41462.0,0.6746900776614732,High Risk
Madhya Pradesh,Katni,10941,56942.0,0.8078571177689579,High Risk
Madhya Pradesh,Khandwa,4521,17730.0,0.7450084602368867,High Risk
Madhya Pradesh,Khargone,15039,40980.0,0.6330161054172767,High Risk
Madhya Pradesh,Maihar,418,4017.0,0.8959422454568086,High Risk
Madhya Pradesh,Mandla,4911,56981.0,0.9138133763886208,High Risk
Madhya Pradesh,Mandsaur,8276,54055.0,0.8468966793081121,High Risk
Madhya Pradesh,Mauganj,438,4086.0,0.8928046989720999,High Risk
Madhya Pradesh,Morena,22381,110417.0,0.7973047628535461,High Risk
Madhya Pradesh,Narmadapuram,737,5909.0,0.8752750042308344,High Risk
Madhya Pradesh,Narsimhapur,1189,4286.0,0.7225851609892674,High Risk
Madhya Pradesh,Narsinghpur,5174,26197.0,0.8024964690613429,High Risk
Madhya Pradesh,Neemuch,4964,36976.0,0.8657507572479446,High Risk
Madhya Pradesh,Niwari,142,1739.0,0.9183438757906843,High Risk
Madhya Pradesh,Pandhurna,98,821.0,0.8806333739342266,High Risk
Madhya Pradesh,Panna,9339,42825.0,0.7819264448336252,High Risk
Madhya Pradesh,Raisen,7567,42813.0,0.8232546189241585,High Risk
Madhya Pradesh,Rajgarh,8171,42280.0,0.8067407757805108,High Risk
Madhya Pradesh,Ratlam,7982,79423.0,0.8995001447943292,High Risk
Madhya Pradesh,Rewa,10838,83134.0,0.8696321601270238,High Risk
Madhya Pradesh,Sagar,13841,87877.0,0.8424957611206573,High Risk
Madhya Pradesh,Satna,13276,87053.0,0.8474952040710831,High Risk
Madhya Pradesh,Sehore,6518,27869.0,0.7661200617173203,High Risk
Madhya Pradesh,Seoni,6081,74283.0,0.9181373934816849,High Risk
Madhya Pradesh,Shahdol,5297,54777.0,0.9032988298008289,High Risk
Madhya Pradesh,Shajapur,7025,31225.0,0.7750200160128102,High Risk
Madhya Pradesh,Sheopur,7230,38806.0,0.8136886048549193,High Risk
Madhya Pradesh,Shivpuri,12741,68930.0,0.8151603075583926,High Risk
Madhya Pradesh,Sidhi,6292,54093.0,0.8836818072578707,High Risk
Madhya Pradesh,Singrauli,6550,56704.0,0.8844878668171557,High Risk
Madhya Pradesh,Tikamgarh,7242,51168.0,0.8584662288930581,High Risk
Madhya Pradesh,Ujjain,14308,76708.0,0.8134744746310685,High Risk
Madhya Pradesh,Umaria,5300,29625.0,0.8210970464135021,High Risk
Madhya Pradesh,Vidisha,10374,49297.0,0.7895612309065461,High Risk
Madhya Pradesh,West Nimar,760,2059.0,0.6308887809616319,High Risk
Maharashtra,Ahilyanagar,13,2418.0,0.9946236559139785,High Risk
Maharashtra,Ahmadnagar,11836,227667.0,0.9480117891481857,High Risk
Maharashtra,Ahmed Nagar,340,5595.0,0.9392314566577301,High Risk
Maharashtra,Ahmednagar,368,,0.0,Low Risk
Maharashtra,Akola,4708,62082.0,0.9241648142778905,High Risk
Maharashtra,Amravati,6915,96191.0,0.9281117776091319,High Risk
Maharashtra,Aurangabad,17393,155129.0,0.8878804092078206,High Risk
Maharashtra,Beed,10185,171151.0,0.9404911452460109,High Risk
Maharashtra,Bhandara,1903,37894.0,0.9497809679632659,High Risk
Maharashtra,Bid,568,11918.0,0.9523409968115456,High Risk
Maharashtra,Buldana,1075,22941.0,0.9531406651846039,High Risk
Maharashtra,Buldhana,7084,114172.0,0.9379532634971797,High Risk
Maharashtra,Chandrapur,4475,112071.0,0.9600699556531127,High Risk
Maharashtra,Chatrapati Sambhaji Nagar,211,7640.0,0.9723821989528796,High Risk
Maharashtra,Chhatrapati Sambhajinagar,1010,14738.0,0.9314696702401954,High Risk
Maharashtra,Dharashiv,144,3188.0,0.9548306148055207,High Risk
Maharashtra,Dhule,12605,61908.0,0.7963914195257479,High Risk
Maharashtra,Gadchiroli,2374,52698.0,0.9549508520247447,High Risk
Maharashtra,Gondia,29,975.0,0.9702564102564103,High Risk
Maharashtra,Gondiya,2890,63618.0,0.9545726052375114,High Risk
Maharashtra,Gondiya *,57,2008.0,0.9716135458167331,High Risk
Maharashtra,Hingoli,8189,96551.0,0.9151847210282649,High Risk
Maharashtra,Hingoli *,1,3.0,0.6666666666666667,High Risk
Maharashtra,Jalgaon,13260,151076.0,0.9122296062908735,High Risk
Maharashtra,Jalna,5590,79540.0,0.9297208951470958,High Risk
Maharashtra,Kolhapur,7480,129934.0,0.9424323117890622,High Risk
Maharashtra,Latur,7607,125627.0,0.9394477301853901,High Risk
Maharashtra,Mumbai,14552,135483.0,0.8925916904703911,High Risk
Maharashtra,Mumbai City,2929,51875.0,0.9435373493975904,High Risk
Maharashtra,Mumbai Suburban,18216,192977.0,0.9056053312052732,High Risk
Maharashtra,Mumbai( Sub Urban ),419,3641.0,0.8849217248008789,High Risk
Maharashtra,Nagpur,11828,158901.0,0.9255637157727138,High Risk
Maharashtra,Nanded,11947,236789.0,0.9495457981578537,High Risk
Maharashtra,Nandurbar,10516,41044.0,0.7437871552480265,High Risk
Maharashtra,Nandurbar *,140,600.0,0.7666666666666666,High Risk
Maharashtra,Nashik,22368,246100.0,0.9091101178382771,High Risk
Maharashtra,Osmanabad,4026,108833.0,0.9630075436678214,High Risk
Maharashtra,Palghar,10699,122107.0,0.9123801256275235,High Risk
Maharashtra,Parbhani,6272,116829.0,0.9463146992613135,High Risk
Maharashtra,Pune,31763,438478.0,0.9275607898229785,High Risk
Maharashtra,Raigad,3433,42361.0,0.9189584759566582,High Risk
Maharashtra,Raigarh,5230,85867.0,0.9390918513515087,High Risk
Maharashtra,Raigarh(Mh),88,853.0,0.8968347010550997,High Risk
Maharashtra,Ratnagiri,2603,53009.0,0.950895131015488,High Risk
Maharashtra,Sangli,7632,89884.0,0.9150905611677272,High Risk
Maharashtra,Satara,6021,98223.0,0.9387007116459485,High Risk
Maharashtra,Sindhudurg,1202,27892.0,0.956905205793776,High Risk
Maharashtra,Solapur,12292,265546.0,0.9537104682427904,High Risk
Maharashtra,Thane,43688,447253.0,0.9023192689596269,High Risk
Maharashtra,Wardha,1953,30342.0,0.9356337749653945,High Risk
Maharashtra,Washim,3386,53874.0,0.9371496454690574,High Risk
Maharashtra,Washim *,32,995.0,0.9678391959798995,High Risk
Maharashtra,Yavatmal,7594,196112.0,0.9612772293383373,High Risk
Manipur,Bishnupur,1117,42055.0,0.9734395434549994,High Risk
Manipur,Chandel,759,8989.0,0.9155634664590054,High Risk
Manipur,Churachandpur,4638,19273.0,0.7593524619934624,High Risk
Manipur,Imphal East,1132,56020.0,0.9797929310960372,High Risk
Manipur,Imphal West,1236,59350.0,0.9791743892165122,High Risk
Manipur,Jiribam,145,1997.0,0.927391086629945,High Risk
Manipur,Kakching,109,3325.0,0.967218045112782,High Risk
Manipur,Pherzawl,11,176.0,0.9375,High Risk
Manipur,Senapati,1501,25510.0,0.9411603292826343,High Risk
Manipur,Tamenglong,960,10431.0,0.907966637906241,High Risk
Manipur,Thoubal,1067,59244.0,0.9819897373573695,High Risk
Manipur,Ukhrul,781,15176.0,0.948537163943068,High Risk
Meghalaya,East Garo Hills,6052,6345.0,0.04617809298660358,Low Risk
Meghalaya,East Jaintia Hills,5133,3394.0,0.0,Low Risk
Meghalaya,East Khasi Hills,28812,16360.0,0.0,Low Risk
Meghalaya,Eastern West Khasi Hills,818,306.0,0.0,Low Risk
Meghalaya,Jaintia Hills,4,25.0,0.84,High Risk
Meghalaya,Kamrup,143,,0.0,Low Risk
Meghalaya,North Garo Hills,3069,3832.0,0.1991127348643006,Low Risk
Meghalaya,Ri Bhoi,9308,8216.0,0.0,Low Risk
Meghalaya,South Garo Hills,4441,4004.0,0.0,Low Risk
Meghalaya,South West Garo Hills,4956,7182.0,0.3099415204678363,Medium Risk
Meghalaya,South West Khasi Hills,3446,4740.0,0.2729957805907173,Low Risk
Meghalaya,West Garo Hills,15875,14970.0,0.0,Low Risk
Meghalaya,West Jaintia Hills,11816,7460.0,0.0,Low Risk
Meghalaya,West Khasi Hills,15898,10544.0,0.0,Low Risk
Mizoram,Aizawl,1059,12892.0,0.9178560347502327,High Risk
Mizoram,Champhai,1165,6469.0,0.819910341629309,High Risk
Mizoram,Hnahthial,2,47.0,0.9574468085106383,High Risk
Mizoram,Khawzawl,36,35.0,0.0,Low Risk
Mizoram,Kolasib,275,3867.0,0.9288854409102664,High Risk
Mizoram,Lawngtlai,1642,4395.0,0.6263936291240045,High Risk
Mizoram,Lunglei,726,7323.0,0.9008603031544449,High Risk
Mizoram,Mamit,171,1809.0,0.9054726368159204,High Risk
Mizoram,Mammit,79,636.0,0.8757861635220126,High Risk
Mizoram,Saiha,657,1851.0,0.6450567260940032,High Risk
Mizoram,Saitual,12,127.0,0.905511811023622,High Risk
Mizoram,Serchhip,102,2455.0,0.9584521384928717,High Risk
Nagaland,Chumukedima,184,1837.0,0.8998366902558519,High Risk
Nagaland,Dimapur,3196,8215.0,0.6109555690809495,High Risk
Nagaland,Kiphire,908,1958.0,0.5362614913176711,Medium Risk
Nagaland,Kohima,1621,3308.0,0.5099758162031439,Medium Risk
Nagaland,Longleng,889,820.0,0.0,Low Risk
Nagaland,Meluri,17,96.0,0.8229166666666666,High Risk
Nagaland,Mokokchung,490,2696.0,0.8182492581602374,High Risk
Nagaland,Mon,2223,4662.0,0.5231660231660231,Medium Risk
Nagaland,Niuland,31,373.0,0.9168900804289544,High Risk
Nagaland,Noklak,354,447.0,0.20805369127516782,Low Risk
Nagaland,Peren,1454,1804.0,0.1940133037694013,Low Risk
Nagaland,Phek,1043,1468.0,0.2895095367847411,Low Risk
Nagaland,Shamator,247,433.0,0.4295612009237876,Medium Risk
Nagaland,Tseminyu,32,91.0,0.6483516483516483,High Risk
Nagaland,Tuensang,1579,4239.0,0.6275064873790989,High Risk
Nagaland,Wokha,558,1905.0,0.7070866141732284,High Risk
Nagaland,Zunheboto,761,2439.0,0.6879868798687987,High Risk
Odisha,Angul,3010,29464.0,0.8978414336139017,High Risk
Odisha,Anugal,3,11.0,0.7272727272727273,High Risk
Odisha,Anugul,156,1603.0,0.9026824703680599,High Risk
Odisha,Balangir,5234,37804.0,0.8615490424293726,High Risk
Odisha,Baleshwar,845,10283.0,0.9178255372945638,High Risk
Odisha,Baleswar,6015,43208.0,0.8607896685798926,High Risk
Odisha,Bargarh,5150,34705.0,0.8516063967727994,High Risk
Odisha,Baudh,171,1126.0,0.8481349911190054,High Risk
Odisha,Bhadrak,4520,40043.0,0.8871213445546038,High Risk
Odisha,Boudh,1424,9187.0,0.8449983672580821,High Risk
Odisha,Cuttack,5080,48636.0,0.895550620939222,High Risk
Odisha,Debagarh,876,7982.0,0.8902530694061639,High Risk
Odisha,Dhenkanal,2891,29303.0,0.9013411596082312,High Risk
Odisha,Gajapati,1994,21324.0,0.9064903395235415,High Risk
Odisha,Ganjam,7714,94585.0,0.9184437278638262,High Risk
Odisha,Jagatsinghapur,3149,15608.0,0.7982444900051255,High Risk
Odisha,Jagatsinghpur,694,5173.0,0.8658418712545911,High Risk
Odisha,Jajapur,2497,26249.0,0.9048725665739648,High Risk
Odisha,Jajpur,2507,18971.0,0.8678509303674029,High Risk
Odisha,Jharsuguda,1157,16671.0,0.9305980445084279,High Risk
Odisha,Kalahandi,4485,47377.0,0.9053338117652026,High Risk
Odisha,Kandhamal,3049,31772.0,0.9040349993705149,High Risk
Odisha,Kendrapara,3962,39680.0,0.9001512096774194,High Risk
Odisha,Kendujhar,5377,54065.0,0.9005456395079996,High Risk
Odisha,Khorda,4315,37593.0,0.885217992711409,High Risk
Odisha,Khordha,496,4608.0,0.8923611111111112,High Risk
Odisha,Koraput,4383,41430.0,0.8942070963070239,High Risk
Odisha,Malkangiri,2823,20854.0,0.8646302867555385,High Risk
Odisha,Mayurbhanj,8122,71471.0,0.8863595024555414,High Risk
Odisha,Nabarangapur,6229,41822.0,0.851059251111855,High Risk
Odisha,Nabarangpur,442,,0.0,Low Risk
Odisha,Nayagarh,2362,22895.0,0.8968333697313824,High Risk
Odisha,Nuapada,2120,18243.0,0.8837910431398345,High Risk
Odisha,Puri,3511,30837.0,0.8861432694490385,High Risk
Odisha,Rayagada,3045,31473.0,0.9032504051091412,High Risk
Odisha,Sambalpur,2552,30078.0,0.9151539331072545,High Risk
Odisha,Sonapur,1488,13163.0,0.8869558611258832,High Risk
Odisha,Subarnapur,399,4309.0,0.9074031097702483,High Risk
Odisha,Sundargarh,591,7024.0,0.9158599088838268,High Risk
Odisha,Sundergarh,4000,42675.0,0.9062683069712947,High Risk
Orissa,Anugul,51,210.0,0.7571428571428571,High Risk
Orissa,Balangir,436,4790.0,0.9089770354906055,High Risk
Orissa,Baleshwar,384,2004.0,0.8083832335329342,High Risk
Orissa,Baleswar,3,6.0,0.5,Medium Risk
Orissa,Bargarh,89,766.0,0.8838120104438643,High Risk
Orissa,Baudh,4,4.0,0.0,Low Risk
Orissa,Bhadrak,371,2607.0,0.8576908323743767,High Risk
Orissa,Cuttack,322,2035.0,0.8417690417690418,High Risk
Orissa,Debagarh,7,7.0,0.0,Low Risk
Orissa,Dhenkanal,126,680.0,0.8147058823529412,High Risk
Orissa,Gajapati,8,64.0,0.875,High Risk
Orissa,Ganjam,402,4254.0,0.9055007052186178,High Risk
Orissa,Jagatsinghapur,35,81.0,0.5679012345679013,Medium Risk
Orissa,Jajapur,111,484.0,0.7706611570247934,High Risk
Orissa,Jharsuguda,25,115.0,0.782608695652174,High Risk
Orissa,Kalahandi,11,18.0,0.38888888888888884,Medium Risk
Orissa,Kandhamal,32,273.0,0.8827838827838828,High Risk
Orissa,Kendrapara,53,239.0,0.7782426778242678,High Risk
Orissa,Kendrapara *,1,,0.0,Low Risk
Orissa,Kendujhar,49,373.0,0.868632707774799,High Risk
Orissa,Khorda,2,5.0,0.6,Medium Risk
Orissa,Khordha,726,4048.0,0.8206521739130435,High Risk
Orissa,Koraput,119,830.0,0.8566265060240964,High Risk
Orissa,Malkangiri,47,218.0,0.7844036697247706,High Risk
Orissa,Mayurbhanj,32,50.0,0.36,Medium Risk
Orissa,Nabarangapur,3,14.0,0.7857142857142857,High Risk
Orissa,Nayagarh,104,617.0,0.8314424635332253,High Risk
Orissa,Nuapada,2,2.0,0.0,Low Risk
Orissa,Puri,220,2026.0,0.8914116485686081,High Risk
Orissa,Rayagada,181,898.0,0.7984409799554566,High Risk
Orissa,Sambalpur,25,242.0,0.8966942148760331,High Risk
Orissa,Sonapur,22,104.0,0.7884615384615384,High Risk
Orissa,Subarnapur,6,51.0,0.8823529411764706,High Risk
Orissa,Sundargarh,139,636.0,0.7814465408805031,High Risk
Orissa,Sundergarh,1,1.0,0.0,Low Risk
Pondicherry,Karaikal,162,904.0,0.8207964601769911,High Risk
Pondicherry,Pondicherry,1084,6327.0,0.8286707760391971,High Risk
Pondicherry,Yanam,26,228.0,0.8859649122807017,High Risk
Puducherry,Karaikal,405,5418.0,0.925249169435216,High Risk
Puducherry,Pondicherry,3,27.0,0.8888888888888888,High Risk
Puducherry,Puducherry,1330,19774.0,0.9327399615656923,High Risk
Puducherry,Yanam,7,85.0,0.9176470588235294,High Risk
Punjab,Amritsar,9655,99075.0,0.9025485743123896,High Risk
Punjab,Barnala,1013,13504.0,0.9249851895734598,High Risk
Punjab,Bathinda,2704,37420.0,0.9277391769107429,High Risk
Punjab,Faridkot,902,14722.0,0.9387311506588779,High Risk
Punjab,Fatehgarh Sahib,1048,15346.0,0.9317085885572788,High Risk
Punjab,Fazilka,1911,31662.0,0.9396437369717643,High Risk
Punjab,Ferozepur,1381,28195.0,0.9510196843411952,High Risk
Punjab,Firozpur,395,6524.0,0.9394543225015328,High Risk
Punjab,Gurdaspur,5120,71972.0,0.9288612238092592,High Risk
Punjab,Hoshiarpur,4134,46549.0,0.9111903585469076,High Risk
Punjab,Jalandhar,4118,51131.0,0.919461774657253,High Risk
Punjab,Kapurthala,3726,13872.0,0.731401384083045,High Risk
Punjab,Ludhiana,17614,119703.0,0.8528524765461183,High Risk
Punjab,Malerkotla,865,15099.0,0.9427114378435658,High Risk
Punjab,Mansa,1124,23555.0,0.952281893440883,High Risk
Punjab,Moga,1535,24046.0,0.936164018963653,High Risk
Punjab,Muktsar,334,3551.0,0.9059419881723458,High Risk
Punjab,Nawanshahr,192,2958.0,0.9350912778904665,High Risk
Punjab,Pathankot,1115,14496.0,0.923082229580574,High Risk
Punjab,Patiala,5150,89052.0,0.9421686205812334,High Risk
Punjab,Rupnagar,1246,13705.0,0.9090842758117476,High Risk
Punjab,S.A.S Nagar,705,,0.0,Low Risk
Punjab,S.A.S Nagar(Mohali),277,2321.0,0.8806548901335631,High Risk
Punjab,Sangrur,2329,29915.0,0.9221460805615912,High Risk
Punjab,Sas Nagar (Mohali),2953,58072.0,0.949149331863893,High Risk
Punjab,Shaheed Bhagat Singh Nagar,946,6344.0,0.8508827238335435,High Risk
Punjab,Sri Muktsar Sahib,1315,21691.0,0.939375777972431,High Risk
Punjab,Tarn Taran,2939,27415.0,0.8927959146452672,High Risk
Rajasthan,Ajmer,12135,124036.0,0.9021655003386113,High Risk
Rajasthan,Alwar,23383,144744.0,0.8384527165202011,High Risk
Rajasthan,Balotra,1,503.0,0.9980119284294234,High Risk
Rajasthan,Banswara,7263,101294.0,0.9282978261298793,High Risk
Rajasthan,Baran,6267,78758.0,0.9204271312120673,High Risk
Rajasthan,Barmer,15851,111721.0,0.8581197805247,High Risk
Rajasthan,Beawar,1,510.0,0.9980392156862745,High Risk
Rajasthan,Bharatpur,17054,105063.0,0.8376783453737282,High Risk
Rajasthan,Bhilwara,11083,97739.0,0.886606165399687,High Risk
Rajasthan,Bikaner,13283,81652.0,0.8373218047322785,High Risk
Rajasthan,Bundi,4872,48701.0,0.8999609864273834,High Risk
Rajasthan,Chittaurgarh,357,2065.0,0.8271186440677967,High Risk
Rajasthan,Chittorgarh,5986,61824.0,0.9031767598343685,High Risk
Rajasthan,Churu,12780,76097.0,0.8320564542623231,High Risk
Rajasthan,Dausa,6133,50267.0,0.8779915252551376,High Risk
Rajasthan,Deeg,69,1299.0,0.9468822170900693,High Risk
Rajasthan,Dhaulpur,139,488.0,0.7151639344262295,High Risk
Rajasthan,Dholpur,8580,77555.0,0.8893688350203082,High Risk
Rajasthan,Didwana-Kuchaman,2,720.0,0.9972222222222222,High Risk
Rajasthan,Dungarpur,6571,95308.0,0.9310551055525245,High Risk
Rajasthan,Ganganagar,5504,69218.0,0.920483111329423,High Risk
Rajasthan,Hanumangarh,4940,77237.0,0.9360410166112096,High Risk
Rajasthan,Jaipur,31146,275340.0,0.886881673567226,High Risk
Rajasthan,Jaisalmer,2854,21384.0,0.8665357276468387,High Risk
Rajasthan,Jalor,13991,66690.0,0.7902084270505323,High Risk
Rajasthan,Jalore,494,1036.0,0.5231660231660231,Medium Risk
Rajasthan,Jhalawar,7036,81092.0,0.9132343511073842,High Risk
Rajasthan,Jhunjhunu,311,2742.0,0.886579139314369,High Risk
Rajasthan,Jhunjhunun,7611,54652.0,0.8607370270072459,High Risk
Rajasthan,Jodhpur,22215,139970.0,0.8412874187325856,High Risk
Rajasthan,Karauli,8636,58446.0,0.852239674229203,High Risk
Rajasthan,Kota,7525,93066.0,0.9191434036060431,High Risk
Rajasthan,Nagaur,17267,103427.0,0.8330513308903864,High Risk
Rajasthan,Pali,9114,66337.0,0.8626106094637984,High Risk
Rajasthan,Pratapgarh,3794,48556.0,0.921863415437845,High Risk
Rajasthan,Rajsamand,4512,47170.0,0.9043459826160696,High Risk
Rajasthan,Salumbar,1,213.0,0.9953051643192489,High Risk
Rajasthan,Sawai Madhopur,6744,45155.0,0.850647768796368,High Risk
Rajasthan,Sikar,11400,78337.0,0.8544748969197187,High Risk
Rajasthan,Sirohi,10732,41293.0,0.7401012278110091,High Risk
Rajasthan,Tonk,5915,56628.0,0.8955463728191001,High Risk
Rajasthan,Udaipur,14906,127492.0,0.883082860101026,High Risk
Sikkim,East,370,5867.0,0.9369354013976479,High Risk
Sikkim,East Sikkim,339,3513.0,0.9035012809564474,High Risk
Sikkim,Mangan,3,67.0,0.9552238805970149,High Risk
Sikkim,Namchi,24,282.0,0.9148936170212766,High Risk
Sikkim,North,44,443.0,0.9006772009029346,High Risk
Sikkim,North Sikkim,62,446.0,0.8609865470852018,High Risk
Sikkim,South,197,3739.0,0.9473121155389141,High Risk
Sikkim,South Sikkim,459,1409.0,0.674237047551455,High Risk
Sikkim,West,208,2553.0,0.918527222875049,High Risk
Sikkim,West Sikkim,501,2021.0,0.752102919346858,High Risk
Tamil Nadu,Ariyalur,2412,23351.0,0.8967067791529271,High Risk
Tamil Nadu,Chengalpattu,1253,21533.0,0.9418102447406307,High Risk
Tamil Nadu,Chennai,10043,148368.0,0.9323102016607354,High Risk
Tamil Nadu,Coimbatore,8986,117738.0,0.9236779969083898,High Risk
Tamil Nadu,Cuddalore,8630,81595.0,0.8942337153011827,High Risk
Tamil Nadu,Dharmapuri,5739,41380.0,0.8613098115031417,High Risk
Tamil Nadu,Dindigul,6083,57577.0,0.894350174548865,High Risk
Tamil Nadu,Erode,6017,68409.0,0.9120437369351986,High Risk
Tamil Nadu,Kallakurichi,1064,10790.0,0.9013901760889713,High Risk
Tamil Nadu,Kancheepuram,13050,141293.0,0.9076387365262256,High Risk
Tamil Nadu,Kanchipuram,387,8.0,0.0,Low Risk
